Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Point Cook,82 Yuruga Bvd,5,h,940000,S,LJ,7/10/2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Port Melbourne,5/19 Boundary St,1,u,510000,SP,Buxton,7/10/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,223/70 Nott St,2,u,,VB,hockingstuart,7/10/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,17 Raglan St,2,h,1000000,VB,Greg,7/10/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,297 Ross St,4,h,2100000,VB,Marshall,7/10/2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Prahran,404/11 Hillingdon Pl,2,u,725000,SP,Biggin,7/10/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,2/23 Wynnstay Rd,3,t,1727500,S,Marshall,7/10/2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Preston,21 Dean St,4,h,1331000,S,Nelson,7/10/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,1/56 Eton St,4,t,,SP,Love,7/10/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,15 Hope St,2,h,,S,Nelson,7/10/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,2/7 Lahinch St,1,u,409000,S,Nelson,7/10/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,174 Murray Rd,3,h,1020000,SP,RW,7/10/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,2/17 Park Av,2,t,600000,PI,hockingstuart,7/10/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,203 Tyler St,3,h,1070000,S,Jellis,7/10/2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Reservoir,167 Albert St,3,h,825000,S,Barry,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,98 Barry St,3,h,780000,S,Biggin,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2/28 Crookston Rd,3,u,,SP,McGrath,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,48a Darebin Bvd,3,u,680000,S,RW,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,3/67 Dundee St,2,u,350000,VB,Ray,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,3 Frankston St,2,h,945000,S,Nelson,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,9 Glenvale Rd,4,h,740000,S,Nelson,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,73 Oconnor St,3,h,700000,SP,Barry,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,14 Rona St,2,h,1090000,S,Ray,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,25/15 Seaver Gr,3,u,481000,S,Nelson,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,3/126 St Vigeons Rd,2,t,480000,SP,Ray,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1/91 Thackeray Rd,2,h,762000,S,Love,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,9 Whitby St,3,h,810000,S,Stockdale,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,1/27 Willoughby St,1,t,405000,SP,Melbourne,7/10/2017,3073,Northern Metropolitan,21650,12,Darebin City Council
Richmond,57 Abinger St,2,h,931000,SP,Biggin,7/10/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,407/163 Cremorne St,1,u,410000,S,Dingle,7/10/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,4 Dickens St,3,h,1600000,VB,Jellis,7/10/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,24 Green St,2,h,1230000,S,Collins,7/10/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,44 Neptune St,2,h,1055000,S,Jellis,7/10/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,11 Shelley St,3,h,850000,VB,Marshall,7/10/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,209/18 Tanner St,1,u,511500,S,Fletchers,7/10/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,209/45 York St,1,u,,PI,Ray,7/10/2017,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Ringwood East,9 Alexandra Rd,3,h,,PI,Philip,7/10/2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Ringwood East,7 Loma St,4,h,,PI,Philip,7/10/2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Ringwood East,25 Patterson St,4,h,,SP,Carter,7/10/2017,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council
Ringwood North,4 Athelstane Dr,4,h,942000,S,Jellis,7/10/2017,3134,Eastern Metropolitan,3619,19.9,Manningham City Council
Ringwood North,51 Tortice Dr,3,h,945000,S,Fletchers,7/10/2017,3134,Eastern Metropolitan,3619,19.9,Manningham City Council
Ripponlea,4/124 Brighton Rd,2,u,510000,S,hockingstuart,7/10/2017,3185,Southern Metropolitan,821,7.2,Port Phillip City Council
Rosanna,4/75 Ellesmere Pde,3,t,,SP,Nelson,7/10/2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,81 Grandview Gr,3,h,1609000,S,Miles,7/10/2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,38 Grove Rd,3,h,805000,S,Miles,7/10/2017,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rowville,17 McKay Rd,4,h,1755000,S,Hall,7/10/2017,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council
Roxburgh Park,5 Amalfi Ct,4,h,600000,S,YPA,7/10/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,33 Edgecombe Wy,4,h,688500,S,Jason,7/10/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,8 Hammond Pl,3,h,500000,S,Raine,7/10/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,9 Murray Wk,3,h,485000,S,Raine,7/10/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,14 Thomas St,4,h,696000,S,Ray,7/10/2017,3064,Northern Metropolitan,5833,20.6,Hume City Council
Sandringham,96A Beach Rd,4,h,2000000,SP,Ray,7/10/2017,3191,Southern Metropolitan,4497,15.2,Bayside City Council
Seabrook,18 Eva Ct,3,h,570000,S,LJ,7/10/2017,3028,Western Metropolitan,1793,15.5,Hobsons Bay City Council
Seaford,1 Coonara Av,3,h,790000,SP,O'Brien,7/10/2017,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seddon,21 Alexander St,3,h,1035000,PI,Jas,7/10/2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
Seddon,219 Buckley St,3,h,720000,PI,hockingstuart,7/10/2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
Seddon,22 Margaret St,2,h,817000,S,Thomson,7/10/2017,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
Skye,6 Hutchins Wy,3,h,495000,SP,Munn,7/10/2017,3977,South-Eastern Metropolitan,2756,34.7,Frankston City Council
South Melbourne,39 Lyell St,2,h,960000,PI,Greg,7/10/2017,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Morang,6 Chauvel Pl,4,h,621000,S,HAR,7/10/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,1 Jackson St,3,h,594000,S,Barry,7/10/2017,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Yarra,4/113 Osborne St,3,h,1702000,S,hockingstuart,7/10/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,3/2 Pasley St,2,u,650000,VB,Jellis,7/10/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,5/19 Yarra St,1,u,,PI,Jellis,7/10/2017,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
Springvale,2/28 Hope St,3,u,625000,S,iSell,7/10/2017,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
St Albans,28 Andrea St,2,h,820000,S,Barry,7/10/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,41 Belfort St,3,h,610000,S,Barry,7/10/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,14 Errington Rd,5,h,,PI,Barry,7/10/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,31A Kiparra Cl,3,t,,SN,Barry,7/10/2017,3021,Western Metropolitan,14042,14,Brimbank City Council
St Kilda,2/34 Princes St,1,u,,PI,McGrath,7/10/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,12/11 Redan St,2,u,600000,VB,Woodards,7/10/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,1/3 Robertson Av,2,u,622000,S,McGrath,7/10/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
Strathmore,9 Strathnaver Av,5,h,950000,PI,Considine,7/10/2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,81 York St,3,u,700000,VB,Nelson,7/10/2017,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Sunbury,32 Archer Av,5,h,605000,SP,Leeburn,7/10/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,39 Collins St,4,h,548000,S,One,7/10/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,5 Cornish St,3,h,677000,SP,Brad,7/10/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,5 Harcourt Cl,4,h,515000,S,One,7/10/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunbury,203 Mitchells La,4,h,565000,S,Leeburn,7/10/2017,3429,Western Metropolitan,14092,31.7,Hume City Council
Sunshine,36 Chapman St,2,h,705000,S,PRD,7/10/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,23 Dunbar Av,3,h,645000,S,Bells,7/10/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,16 Mellor St,3,h,710000,S,Biggin,7/10/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine North,15 Berkshire Rd,3,h,555000,S,GL,7/10/2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine West,2 Daley St,3,h,700000,S,Purplebricks,7/10/2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,2 Eucalyptus Ct,5,h,950000,S,Douglas,7/10/2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,83 Gresham Wy,4,h,702500,S,S&L,7/10/2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Surrey Hills,2/7 Benson St,3,u,1230000,S,RT,7/10/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,102 Empress Rd,3,h,1901000,S,RT,7/10/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Surrey Hills,21 Everton Gr,4,h,,S,Fletchers,7/10/2017,3127,Southern Metropolitan,5457,10.2,Boroondara City Council
Tarneit,912 Sayers Rd,4,h,,SP,Reliance,7/10/2017,3029,Western Metropolitan,10160,18.4,Wyndham City Council
Taylors Hill,23 Eloura Cct,3,h,490000,S,YPA,7/10/2017,3037,Western Metropolitan,4242,18,Melton City Council
Taylors Hill,21 Rushcutters Pl,4,h,690000,SP,Barry,7/10/2017,3037,Western Metropolitan,4242,18,Melton City Council
Taylors Hill,7 The Esplanade,4,h,790000,S,Sweeney,7/10/2017,3037,Western Metropolitan,4242,18,Melton City Council
Taylors Hill,17 Willowood Ct,4,h,695000,S,O'Brien,7/10/2017,3037,Western Metropolitan,4242,18,Melton City Council
Taylors Lakes,10 Holowko Ct,4,h,905000,S,Barry,7/10/2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Taylors Lakes,6 Laser Ct,5,h,930000,PI,Prof.,7/10/2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Templestowe,107 The Grange,5,h,,PI,Jellis,7/10/2017,3106,Eastern Metropolitan,6202,15.5,Manningham City Council
Templestowe Lower,3/28 Foote St,4,t,,SP,Whiting,7/10/2017,3107,Eastern Metropolitan,5420,12.4,Manningham City Council
Thomastown,1/115 High St,2,u,316000,S,Barry,7/10/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,2/21 Main St,2,u,312000,S,hockingstuart,7/10/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,20 Pleasant Rd,3,h,907500,SP,Barry,7/10/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,1/15 Spring St,2,u,770000,S,Flannagan,7/10/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thornbury,74 Clarendon St,3,h,1500000,VB,Nelson,7/10/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,125 Hutton St,2,h,1266000,S,Collins,7/10/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,14 Ibis Pl,3,t,710000,PI,Woodards,7/10/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,2/25 Wilmoth St,3,t,,SN,Ray,7/10/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Toorak,12/4 Lambert Rd,2,u,550000,PI,The,7/10/2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,10/679 Toorak Rd,3,u,1110000,PI,Jellis,7/10/2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Truganina,21 Montezuma Av,4,h,667000,S,hockingstuart,7/10/2017,3029,Western Metropolitan,5811,18.4,Melton City Council
Truganina,2 Talliver Tce,3,h,485000,S,hockingstuart,7/10/2017,3029,Western Metropolitan,5811,18.4,Melton City Council
Tullamarine,15 Christopher Cr,3,h,647000,S,Jason,7/10/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,19 Churchill Av,3,h,,PI,Jason,7/10/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Vermont South,27 Mullens Rd,4,h,1020000,PI,Ray,7/10/2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Vermont South,6 Silverene Ct,5,h,,SP,Ray,7/10/2017,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council
Wantirna,12 Magnolia St,3,h,975000,SP,Harcourts,7/10/2017,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna,17 Marlesford Av,4,h,1065800,SP,Barry,7/10/2017,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna South,11 Reita Av,3,h,935000,S,Stockdale,7/10/2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Warranwood,10 Nalinga Ct,5,h,1015000,S,hockingstuart,7/10/2017,3134,Eastern Metropolitan,1595,19.9,Maroondah City Council
Watsonia,22 Curtis Av,2,h,,PI,Barry,7/10/2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,29 Kenmare St,3,h,920000,S,Barry,7/10/2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,11 Rushworth St,3,h,1035000,S,Ray,7/10/2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia North,6 Damien Ct,4,h,806000,S,Barry,7/10/2017,3087,Northern Metropolitan,1442,14.5,Banyule City Council
Werribee,4 Daniel Ct,3,h,458000,S,Ray,7/10/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,17 Duke St,3,h,582000,S,Barry,7/10/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,39 Hooker Rd,3,h,439500,S,Greg,7/10/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,1/59 Market Rd,2,u,,SP,LJ,7/10/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,21 Sinns Av,3,h,550000,S,Ray,7/10/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
West Footscray,8 Brunswick St,2,h,,SP,Jas,7/10/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,6/21 Hampton Pde,1,u,240000,PI,Jas,7/10/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Melbourne,10/11 Anderson St,1,u,850000,S,Alexkarbon,7/10/2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
West Melbourne,22/30 Chetwynd St,2,u,569500,S,Nelson,7/10/2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
West Melbourne,90 Miller St,3,h,1654000,S,Nelson,7/10/2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
Westmeadows,1/18 Riddell St,3,t,620000,S,Barry,7/10/2017,3049,Northern Metropolitan,2474,16.5,Hume City Council
Wheelers Hill,3 Cootamundra Dr,4,h,,VB,Fletchers,7/10/2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Wheelers Hill,3 Garden Ct,4,h,1560000,PI,Harcourts,7/10/2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Williamstown,54 Anzac Cr,3,h,1760000,S,Greg,7/10/2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,12 Lakeview Av,3,h,1235000,S,RT,7/10/2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Williamstown,40 Power St,4,h,,SP,Greg,7/10/2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Windsor,9 Andrew St,3,h,,S,hockingstuart,7/10/2017,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Windsor,28/174 Peel St,1,u,,VB,Marshall,7/10/2017,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Wollert,17 Champions Pde,3,t,478000,S,hockingstuart,7/10/2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wollert,13 Eynesbury Vw,5,h,782000,SP,HAR,7/10/2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wyndham Vale,12 Edwin Cl,4,h,669000,SP,hockingstuart,7/10/2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Wyndham Vale,34 Honour Av,3,h,457000,S,hockingstuart,7/10/2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Wyndham Vale,2 Oaktree Av,3,h,,PI,Ray,7/10/2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Yallambie,1/6 Borlase St,3,t,835000,PI,Buckingham,7/10/2017,3085,Northern Metropolitan,1369,12.7,Banyule City Council
Yarraville,36 Bromyard St,3,h,945000,S,Jas,7/10/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,40 Drew St,3,h,910000,PI,hockingstuart,7/10/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,63 Hamilton St,3,h,2025000,PI,Jas,7/10/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,25 Kingston St,4,h,1561000,S,hockingstuart,7/10/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Abbotsford,121/56 Nicholson St,2,u,,PI,Biggin,7/11/2016,3067,Northern Metropolitan,4019,3,Yarra City Council
Abbotsford,17 Raphael St,4,h,,W,Biggin,7/11/2016,3067,Northern Metropolitan,4019,3,Yarra City Council
Aberfeldie,26a Fawkner St,3,h,760000,SP,McDonald,7/11/2016,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council
Airport West,3/19 Hart St,2,u,515000,S,Barry,7/11/2016,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council
Albanvale,87 Fairfax Cct,3,h,395000,SP,Melbourne,7/11/2016,3021,Western Metropolitan,1899,14,Brimbank City Council
Albert Park,4a Mills St,3,t,1550000,VB,Marshall,7/11/2016,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Albert Park,1 Moubray St,3,h,1800000,VB,Greg,7/11/2016,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Altona,11 Keeshan Ct,3,h,683500,S,Greg,7/11/2016,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Altona North,5 Binns St,3,h,710000,PI,Village,7/11/2016,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Altona North,2/9 First Av,2,h,550000,SP,RT,7/11/2016,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Altona North,1/28 Irwin Av,3,u,640000,VB,hockingstuart,7/11/2016,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Altona North,3/49 Misten Av,3,h,537500,SP,hockingstuart,7/11/2016,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Altona North,29a The Broadway,4,t,,PN,Williams,7/11/2016,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council
Ardeer,47a Glinden Av,4,h,460000,PI,Barry,7/11/2016,3022,Western Metropolitan,1281,12.8,Brimbank City Council
Armadale,24 Lambeth Av,5,h,,S,Marshall,7/11/2016,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Ascot Vale,1/17 Epsom Rd,2,u,685000,S,Brad,7/11/2016,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ashburton,1/4 Taylor St,2,h,,VB,Jellis,7/11/2016,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashwood,1/7 Farmer St,2,t,700000,S,hockingstuart,7/11/2016,3147,Southern Metropolitan,2894,10.2,Monash City Council
Ashwood,1/136 High Street Rd,3,h,761000,PI,Fletchers,7/11/2016,3147,Southern Metropolitan,2894,10.2,Monash City Council
Aspendale,26 Longbeach Cl,2,h,578000,S,Harcourts,7/11/2016,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale,16 Third Av,5,h,1375000,S,Buxton,7/11/2016,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Attwood,54 Ardlie St,4,h,871000,S,Brad,7/11/2016,3049,Northern Metropolitan,1130,16.5,Hume City Council
Attwood,27 Sidgewick St,5,h,860000,SP,Barry,7/11/2016,3049,Northern Metropolitan,1130,16.5,Hume City Council
Balaclava,1/34 Gourlay St,2,t,1015000,S,Gary,7/11/2016,3183,Southern Metropolitan,2952,6.4,Port Phillip City Council
Balwyn,2 Henry St,2,h,,SP,RW,7/11/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,2/42 Talbot Av,2,u,648000,S,hockingstuart,7/11/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn North,14 Buchanan Av,4,h,,S,Marshall,7/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,108 Bulleen Rd,5,h,1750000,VB,Jellis,7/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,5 Carrington St,4,h,1850000,VB,Jellis,7/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,37 Gardenia Rd,5,h,,PN,RW,7/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,40 Winfield Rd,3,h,1480000,PI,Marshall,7/11/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Beaumaris,41 Anita St,4,h,1700000,VB,Chisholm,7/11/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,7 Bruce St,4,h,1700000,S,Buxton,7/11/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,95 Charman Rd,4,h,,PN,Buxton,7/11/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,22 Towers St,4,h,1340000,S,Hodges,7/11/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,4 Wattle Av,3,h,1590000,S,Hodges,7/11/2016,3193,Southern Metropolitan,5366,17.3,Bayside City Council
